,Unnamed: 0,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,Week,Source
15371,4871,72,57.0,TROLLZ (feat. Nicki Minaj),6ix9ine,11.0,1753336,-17.1%,https://www.youtube.com/watch?v=oNg3M9IJJlY,2020-08-27,YouTube
15372,4872,73,73.0,Righteous,Juice WRLD,18.0,1746941,1.6%,https://www.youtube.com/watch?v=ZengOKCUBHo,2020-08-27,YouTube
15373,4873,74,84.0,Money Trees (feat. Jay Rock),Kendrick Lamar,2.0,1745987,13%,https://www.youtube.com/watch?v=bBNpSXAYteM,2020-08-27,YouTube
15374,4874,75,67.0,21,Polo G,15.0,1714169,-8.8%,https://www.youtube.com/watch?v=OQ6R4TU5Vwo,2020-08-27,YouTube
15375,4875,76,94.0,Never Gonna Give You Up,Rick Astley,5.0,1678951,14.8%,https://www.youtube.com/watch?v=dQw4w9WgXcQ,2020-08-27,YouTube
15378,4878,79,89.0,Not Shy (Inst.),ITZY,2.0,1605062,5.6%,https://www.youtube.com/watch?v=wTowEKjDGkU,2020-08-27,YouTube
15379,4879,80,97.0,Save Me,Jelly Roll,2.0,1603471,12.5%,https://www.youtube.com/watch?v=FxFNprPOdss,2020-08-27,YouTube
15380,4880,81,80.0,Electric Love,BØRNS,2.0,1600264,-3.3%,https://www.youtube.com/watch?v=RYr96YYEaZY,2020-08-27,YouTube
15383,4883,84,71.0,Freestyle,Rod Wave,4.0,1562789,-9.7%,https://www.youtube.com/watch?v=1PEoS4dwiOE,2020-08-27,YouTube
15384,4884,85,72.0,Tattoo (Remix),Rauw Alejandro & Camilo,7.0,1552155,-10%,https://www.youtube.com/watch?v=wJT-YKmlWJc,2020-08-27,YouTube
15385,4885,86,36.0,7 Summers,Morgan Wallen,2.0,1529428,-44.5%,https://www.youtube.com/watch?v=ZsEjZKNzt9E,2020-08-27,YouTube
15386,4886,87,79.0,Got It On Me,Pop Smoke,8.0,1520597,-9.1%,https://www.youtube.com/watch?v=8osYjcTdoOs,2020-08-27,YouTube
15387,4887,88,88.0,All In,Lil Baby,18.0,1489876,-2.7%,https://www.youtube.com/watch?v=4GVKyGhI_5U,2020-08-27,YouTube
15389,4889,90,77.0,Sticks with Me,YoungBoy Never Broke Again,7.0,1474808,-12.5%,https://www.youtube.com/watch?v=dYk-yCsuTUo,2020-08-27,YouTube
15390,4890,91,85.0,Let Her Go,Passenger,14.0,1470177,-4.8%,https://www.youtube.com/watch?v=RBumgq5yVrA,2020-08-27,YouTube
15392,4892,93,96.0,Heartless (feat. Morgan Wallen),Diplo,15.0,1438226,0.2%,https://www.youtube.com/watch?v=AHAE7Dw7yHM,2020-08-27,YouTube
15393,4893,94,56.0,Lemonade,Don Troviler,2.0,1417433,-35.2%,https://www.youtube.com/watch?v=0opZqh_TprM,2020-08-27,YouTube
15394,4894,95,75.0,Dead Bitches,FBG Duck,4.0,1417090,-17.5%,https://www.youtube.com/watch?v=SKaJT8yWbGs,2020-08-27,YouTube
15395,4895,96,83.0,Cover Me Up,Morgan Wallen,4.0,1408340,-8.9%,https://www.youtube.com/watch?v=KEnFCa-5p9E,2020-08-27,YouTube
15396,4896,97,82.0,Something Special,Pop Smoke,8.0,1407603,-9.8%,https://www.youtube.com/watch?v=YZLQ80L2f9c,2020-08-27,YouTube
15397,4897,98,92.0,Tú (Live),Carin Music,2.0,1406448,-5.3%,https://www.youtube.com/watch?v=7tb5O8HPCiE,2020-08-27,YouTube
15400,4700,1,1.0,WAP (feat. Megan Thee Stallion),Cardi B,4.0,26184759,-9.3%,https://www.youtube.com/watch?v=hsm4poTWjMs,2020-09-03,YouTube
15401,4701,2,3.0,Laugh Now Cry Later (feat. Lil Durk),Drake,3.0,11769391,-17.4%,https://www.youtube.com/watch?v=JFm7YDVlqnI,2020-09-03,YouTube
15403,4703,4,4.0,Life Is Good (feat. Drake),Future,34.0,10232143,4.4%,https://www.youtube.com/watch?v=l0U7SxXHkPY,2020-09-03,YouTube
15404,4704,5,5.0,ROCKSTAR (feat. Roddy Ricch),DaBaby,20.0,9383710,-3.9%,https://www.youtube.com/watch?v=mxFstYSbBmc,2020-09-03,YouTube
15405,4705,6,6.0,Mood Swings (feat. Lil Tjay),Pop Smoke,9.0,7987823,-14%,https://www.youtube.com/watch?v=mM8ostx0Ub8,2020-09-03,YouTube
15406,4706,7,2.0,Dynamite,BTS,2.0,6732839,-67.9%,https://www.youtube.com/watch?v=gdZLi9oWNZg,2020-09-03,YouTube
15407,4707,8,9.0,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,9.0,6338643,0.8%,https://www.youtube.com/watch?v=Q9pjm4cNsfc,2020-09-03,YouTube
15408,4708,9,7.0,We Paid (feat. 42 Dugg),Lil Baby,18.0,6125906,-5.7%,https://www.youtube.com/watch?v=GErG9femMQk,2020-09-03,YouTube
15409,4709,10,8.0,"WHATS POPPIN (Remix) (feat. DaBaby, Tory Lanez & Lil Wayne)",Jack Harlow,29.0,6100523,-6%,https://www.youtube.com/watch?v=HIwAI05Y1fU,2020-09-03,YouTube
15410,4710,11,11.0,Kacey talk,YoungBoy Never Broke Again,3.0,4966665,-10.7%,https://www.youtube.com/watch?v=0C80BSgjb8M,2020-09-03,YouTube
15411,4711,12,13.0,Savage Love (Live),Jason Derulo,12.0,4664250,-4.9%,https://www.youtube.com/watch?v=sQR2-Q-k_9Y,2020-09-03,YouTube
15412,4712,13,14.0,Wishing Well,Juice WRLD,8.0,4582220,-4.3%,https://www.youtube.com/watch?v=C5i-UnuUKUI,2020-09-03,YouTube
15413,4713,14,12.0,Said Sum (Remix) (feat. City Girls & DaBaby),Moneybagg Yo,10.0,4547343,-13%,https://www.youtube.com/watch?v=UDRnXJXKX-A,2020-09-03,YouTube
15414,4714,15,16.0,Rags2Riches (feat. ATR Son Son),Rod Wave,11.0,4351058,1.5%,https://www.youtube.com/watch?v=AkxofoZki70,2020-09-03,YouTube
15415,4715,16,22.0,Blinding Lights,The Weeknd,35.0,4017363,12.3%,https://www.youtube.com/watch?v=4NRXx6U8ABQ,2020-09-03,YouTube
15416,4716,17,35.0,Hawái,Maluma,2.0,4010228,40.1%,https://www.youtube.com/watch?v=pK060iUFWXg,2020-09-03,YouTube
15417,4717,18,15.0,Heather,Conan Gray,5.0,3996492,-12.9%,https://www.youtube.com/watch?v=24u3NoPvgMw,2020-09-03,YouTube
15418,4718,19,38.0,Mood (Live),24kGoldn & iann dior,3.0,3942168,40.3%,https://www.youtube.com/watch?v=juE5VES9af0,2020-09-03,YouTube
15419,4719,20,33.0,Murder Business,YoungBoy Never Broke Again,2.0,3920420,33.5%,https://www.youtube.com/watch?v=qChxuVxs8FA,2020-09-03,YouTube
15420,4720,21,17.0,Go Crazy,Chris Brown & Young Thug,15.0,3771561,-4.3%,https://www.youtube.com/watch?v=dPhwbZBvW2o,2020-09-03,YouTube
15421,4721,22,18.0,The Box,Korporate Bidness,39.0,3714256,-3.4%,https://www.youtube.com/watch?v=UNZqm3dxd2w,2020-09-03,YouTube
15422,4722,23,20.0,La Jeepeta (Remix),"Nio Garcia, Brray, Juanka, Anuel AA & Myke Towers",13.0,3667275,-0.6%,https://www.youtube.com/watch?v=yErttA9tEro,2020-09-03,YouTube
15423,4723,24,10.0,Need It (feat. YoungBoy Never Broke Again),Migos,4.0,3636913,-42.1%,https://www.youtube.com/watch?v=u0LaoQks5mY,2020-09-03,YouTube
15424,4724,25,19.0,Walk Em Down (feat. Roddy Ricch),NLE Choppa,24.0,3572057,-4.5%,https://www.youtube.com/watch?v=fyIcQ1Xl-rs,2020-09-03,YouTube
15425,4725,26,21.0,Dance Monkey,Tones and I,44.0,3538817,-1.5%,https://www.youtube.com/watch?v=q0hyYWKXF0Q,2020-09-03,YouTube
15427,4727,28,25.0,Letter From Houston,Rod Wave,4.0,3379566,-2.1%,https://www.youtube.com/watch?v=CiCT7NCP6BY,2020-09-03,YouTube
15428,4728,29,23.0,The Bigger Picture,Lil Baby,12.0,3367268,-4.3%,https://www.youtube.com/watch?v=_VDGysJGNoI,2020-09-03,YouTube
15429,4729,30,28.0,Emotionally Scarred,Lil Baby,27.0,3352677,6.3%,https://www.youtube.com/watch?v=iXUPeEuM1CM,2020-09-03,YouTube
15430,4730,31,26.0,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,9.0,3237323,-3.9%,https://www.youtube.com/watch?v=G6XthQpk8uk,2020-09-03,YouTube
15431,4731,32,34.0,Before You Go,Lewis Capaldi,19.0,3177834,9.6%,https://www.youtube.com/watch?v=Jtauh8GcxBY,2020-09-03,YouTube
15432,4732,33,29.0,Party Girl,StaySolidRocky,20.0,3175842,0.9%,https://www.youtube.com/watch?v=1KlNDZpCkHc,2020-09-03,YouTube
15433,4733,34,27.0,All In,YoungBoy Never Broke Again,6.0,3165124,-2.2%,https://www.youtube.com/watch?v=6MCSr65d9Xc,2020-09-03,YouTube
15434,4734,35,24.0,Savage,Megan Thee Stallion,24.0,3152850,-9%,https://www.youtube.com/watch?v=EOxj2ROIxok,2020-09-03,YouTube
15435,4735,36,30.0,Caramelo (Remix),"KAROL G, Myke Towers & Ozuna",6.0,3141195,4.2%,https://www.youtube.com/watch?v=KilybZma5vY,2020-09-03,YouTube
15436,4736,37,40.0,How You Like That,BLACKPINK,10.0,3062153,13.5%,https://www.youtube.com/watch?v=ioNng23DkIM,2020-09-03,YouTube
15437,4737,38,32.0,Blueberry Faygo (C-Mix),Lil Mosey,29.0,2894940,-3.4%,https://www.youtube.com/watch?v=V_jHc_n0p9c,2020-09-03,YouTube
15438,4738,39,41.0,Cabrón y Vago,El Fantasma & Los Dos Carnales,5.0,2745537,3.8%,https://www.youtube.com/watch?v=TsGuAJc9z38,2020-09-03,YouTube
15439,4739,40,37.0,Death Enclaimed,YoungBoy Never Broke Again,11.0,2660797,-5.9%,https://www.youtube.com/watch?v=ted2pAnAnQc,2020-09-03,YouTube
15440,4740,41,39.0,GOOBA,6ix9ine,17.0,2560268,-7.3%,https://www.youtube.com/watch?v=pPw_izFr5PA,2020-09-03,YouTube
15441,4741,42,36.0,Smile,Juice WRLD & The Weeknd,4.0,2553412,-10.1%,https://www.youtube.com/watch?v=2avPJ9TZNmU,2020-09-03,YouTube
15442,4742,43,31.0,Martin & Gina,Polo G,4.0,2538165,-15.6%,https://www.youtube.com/watch?v=YNyFAro1E5M,2020-09-03,YouTube
15443,4743,44,46.0,Tap In,Saweetie,7.0,2535997,9.9%,https://www.youtube.com/watch?v=jUIrolORx6M,2020-09-03,YouTube
15444,4744,45,55.0,you broke me first,Tate McRae,6.0,2437027,12.9%,https://www.youtube.com/watch?v=AG-erEMhumc,2020-09-03,YouTube
15445,4745,46,54.0,"Ay, DiOs Mío!",KAROL G,4.0,2426587,12.4%,https://www.youtube.com/watch?v=Ou2c2aj5Fcw,2020-09-03,YouTube
15446,4746,47,43.0,Come & Go,Juice WRLD & Marshmello,9.0,2400935,1.1%,https://www.youtube.com/watch?v=Dxm3cHrKcbA,2020-09-03,YouTube
15449,4749,50,50.0,Someone You Loved (Live),Lewis Capaldi,37.0,2343783,4.7%,https://www.youtube.com/watch?v=zABLecsR5UE,2020-09-03,YouTube
15450,4750,51,42.0,Agua,Tainy & J Balvin,7.0,2324078,-11.3%,https://www.youtube.com/watch?v=QLz9VaksClg,2020-09-03,YouTube
15451,4751,52,70.0,3 Musketeers,ppcocaine & NextYoungin,4.0,2266758,26.7%,https://www.youtube.com/watch?v=w_K5LNHUlMQ,2020-09-03,YouTube
15452,4752,53,45.0,When We Shoot,Lil Durk,7.0,2214911,-5.6%,https://www.youtube.com/watch?v=VjMKmJDT_qU,2020-09-03,YouTube
15454,4754,55,89.0,Rain On Me,Lady Gaga & Ariana Grande,13.0,2124244,42.8%,https://www.youtube.com/watch?v=AoAm4om0wTs,2020-09-03,YouTube
15455,4755,56,53.0,Me Vs Me,Moneybagg Yo,17.0,2078335,-6.1%,https://www.youtube.com/watch?v=86p9_ycUyq8,2020-09-03,YouTube
15456,4756,57,59.0,Through The Wire,Rod Wave,8.0,2046443,-0.1%,https://www.youtube.com/watch?v=tIYdsBjN9-k,2020-09-03,YouTube
15457,4757,58,56.0,Broken Love,MO3 & Kevin Gates,3.0,2041822,-5.1%,https://www.youtube.com/watch?v=jWQNqlZ47Ec,2020-09-03,YouTube
15458,4758,59,58.0,Girls in the Hood,Megan Thee Stallion,10.0,2028132,-1.9%,https://www.youtube.com/watch?v=l3Cj7Esqr0c,2020-09-03,YouTube
15460,4760,61,52.0,Wet (She Got That…),YFN Lucci,19.0,1997060,-9.9%,https://www.youtube.com/watch?v=7K1sC11-mzQ,2020-09-03,YouTube
15461,4761,62,66.0,Got What I Got,Jason Aldean,9.0,1991421,4.1%,https://www.youtube.com/watch?v=7i1ImAbmcjM,2020-09-03,YouTube
15462,4762,63,61.0,Watermelon Sugar,Harry Styles,14.0,1957921,-4%,https://www.youtube.com/watch?v=E07s5ZYygMg,2020-09-03,YouTube
15463,4763,64,81.0,Electric Love,BØRNS,3.0,1930716,20.6%,https://www.youtube.com/watch?v=RYr96YYEaZY,2020-09-03,YouTube
15464,4764,65,65.0,Be Like That (feat. Swae Lee & Khalid),Kane Brown,3.0,1927815,-1.9%,https://www.youtube.com/watch?v=GEAy7eXb2lo,2020-09-03,YouTube
15465,4765,66,67.0,El Envidioso,Los Dos Carnales,19.0,1914769,0.9%,https://www.youtube.com/watch?v=QUv_VdNLrfU,2020-09-03,YouTube
15466,4766,67,51.0,All These N**gas (feat. Lil Durk),King Von,5.0,1903632,-14.5%,https://www.youtube.com/watch?v=gB2LmRyfXuk,2020-09-03,YouTube
15467,4767,68,64.0,MOLLY (BABY MAMA),Foogiano,7.0,1894249,-4.3%,https://www.youtube.com/watch?v=PfTQcl6Q6CE,2020-09-03,YouTube
15468,4768,69,76.0,Never Gonna Give You Up,Rick Astley,6.0,1870345,11.4%,https://www.youtube.com/watch?v=dQw4w9WgXcQ,2020-09-03,YouTube
15469,4769,70,71.0,What You Know Bout Love,Pop Smoke,5.0,1858661,4%,https://www.youtube.com/watch?v=uuodbSVO3z0,2020-09-03,YouTube
15470,4770,71,47.0,Muwop (feat. Gucci Mane),Latto,5.0,1833861,-19.5%,https://www.youtube.com/watch?v=meFxq3-mNEc,2020-09-03,YouTube
15471,4771,72,82.0,my ex's best friend (feat. blackbear),Machine Gun Kelly,3.0,1826755,16%,https://www.youtube.com/watch?v=J_n01uvyhI8,2020-09-03,YouTube
15472,4772,73,68.0,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,12.0,1813030,-2.1%,https://www.youtube.com/watch?v=Cel1TAel-eY,2020-09-03,YouTube
15473,4773,74,62.0,THEN LEAVE (feat. Queendom Come),BeatKing,10.0,1812495,-9.7%,https://www.youtube.com/watch?v=Qqlw8iQeTHs,2020-09-03,YouTube
15474,4774,75,99.0,No Role Modelz,J. Cole,2.0,1771237,27%,https://www.youtube.com/watch?v=8HBcV0MtAQg,2020-09-03,YouTube
15475,4775,76,69.0,24 (Instrumental),Danny G beats,3.0,1722097,-5.7%,https://www.youtube.com/watch?v=-G3mOwOAwT8,2020-09-03,YouTube
15476,4776,77,74.0,Money Trees (feat. Jay Rock),Kendrick Lamar,3.0,1702543,-2.5%,https://www.youtube.com/watch?v=bBNpSXAYteM,2020-09-03,YouTube
15477,4777,78,73.0,Righteous,Juice WRLD,19.0,1687352,-3.4%,https://www.youtube.com/watch?v=ZengOKCUBHo,2020-09-03,YouTube
15478,4778,79,85.0,Tattoo (Remix),Rauw Alejandro & Camilo,8.0,1666729,7.4%,https://www.youtube.com/watch?v=wJT-YKmlWJc,2020-09-03,YouTube
15479,4779,80,75.0,21,Polo G,16.0,1655719,-3.4%,https://www.youtube.com/watch?v=OQ6R4TU5Vwo,2020-09-03,YouTube
15480,4780,81,88.0,All In,Lil Baby,19.0,1635196,9.8%,https://www.youtube.com/watch?v=4GVKyGhI_5U,2020-09-03,YouTube
15481,4781,82,84.0,Freestyle,Rod Wave,5.0,1629455,4.3%,https://www.youtube.com/watch?v=1PEoS4dwiOE,2020-09-03,YouTube
15482,4782,83,60.0,B*tch From Da Souf (Remix) (feat. Saweetie & Trina),Latto,12.0,1614637,-21.1%,https://www.youtube.com/watch?v=x8mAyKX9muE,2020-09-03,YouTube
15483,4783,84,80.0,Save Me,Jelly Roll,3.0,1598954,-0.3%,https://www.youtube.com/watch?v=FxFNprPOdss,2020-09-03,YouTube
15484,4784,85,72.0,TROLLZ (feat. Nicki Minaj),6ix9ine,12.0,1591747,-9.2%,https://www.youtube.com/watch?v=oNg3M9IJJlY,2020-09-03,YouTube
15486,4786,87,44.0,Moonwalking in Calabasas (Remix) (feat. Blueface),DDG,2.0,1505638,-36.2%,https://www.youtube.com/watch?v=QZ2F3ZP1sxg,2020-09-03,YouTube
15487,4787,88,91.0,Let Her Go,Passenger,15.0,1491087,1.4%,https://www.youtube.com/watch?v=RBumgq5yVrA,2020-09-03,YouTube
15488,4788,89,92.0,La Curiosidad,"Jay Wheeler, DJ Nelson & Myke Towers",2.0,1489923,2.7%,https://www.youtube.com/watch?v=Q_gIYp078so,2020-09-03,YouTube
15489,4789,90,87.0,Got It On Me,Pop Smoke,9.0,1473344,-3.1%,https://www.youtube.com/watch?v=8osYjcTdoOs,2020-09-03,YouTube
15490,4790,91,57.0,my future,Billie Eilish,5.0,1459356,-31.1%,https://www.youtube.com/watch?v=Dm9Zf1WYQ_A,2020-09-03,YouTube
15491,4791,92,98.0,Tú (Live),Carin Music,3.0,1459162,3.7%,https://www.youtube.com/watch?v=7tb5O8HPCiE,2020-09-03,YouTube
15492,4792,93,94.0,Lemonade,Don Troviler,3.0,1446437,2%,https://www.youtube.com/watch?v=0opZqh_TprM,2020-09-03,YouTube
15494,4794,95,77.0,Stay High,Juice WRLD,4.0,1427794,-12.2%,https://www.youtube.com/watch?v=SKQ5r3AoXKs,2020-09-03,YouTube
15496,4796,97,96.0,Cover Me Up,Morgan Wallen,5.0,1408481,0%,https://www.youtube.com/watch?v=KEnFCa-5p9E,2020-09-03,YouTube
15500,4600,1,1.0,WAP (feat. Megan Thee Stallion),Cardi B,5.0,23180521,-11.5%,https://www.youtube.com/watch?v=hsm4poTWjMs,2020-09-10,YouTube
15501,4601,2,4.0,Life Is Good (feat. Drake),Future,35.0,11620035,13.6%,https://www.youtube.com/watch?v=l0U7SxXHkPY,2020-09-10,YouTube
15502,4602,3,2.0,Laugh Now Cry Later (feat. Lil Durk),Drake,4.0,10436712,-11.3%,https://www.youtube.com/watch?v=JFm7YDVlqnI,2020-09-10,YouTube
15503,4603,4,5.0,ROCKSTAR (feat. Roddy Ricch),DaBaby,21.0,8580883,-8.6%,https://www.youtube.com/watch?v=mxFstYSbBmc,2020-09-10,YouTube
15505,4605,6,6.0,Mood Swings (feat. Lil Tjay),Pop Smoke,10.0,7092994,-11.2%,https://www.youtube.com/watch?v=mM8ostx0Ub8,2020-09-10,YouTube
15506,4606,7,8.0,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,10.0,7000926,10.4%,https://www.youtube.com/watch?v=Q9pjm4cNsfc,2020-09-10,YouTube
15507,4607,8,10.0,"WHATS POPPIN (Remix) (feat. DaBaby, Tory Lanez & Lil Wayne)",Jack Harlow,30.0,5972656,-2.1%,https://www.youtube.com/watch?v=HIwAI05Y1fU,2020-09-10,YouTube
15508,4608,9,7.0,Dynamite,BTS,3.0,5940481,-11.8%,https://www.youtube.com/watch?v=gdZLi9oWNZg,2020-09-10,YouTube
15509,4609,10,9.0,We Paid (feat. 42 Dugg),Lil Baby,19.0,5931627,-3.2%,https://www.youtube.com/watch?v=GErG9femMQk,2020-09-10,YouTube
15510,4610,11,12.0,Savage Love (Live),Jason Derulo,13.0,5122720,9.8%,https://www.youtube.com/watch?v=sQR2-Q-k_9Y,2020-09-10,YouTube
15511,4611,12,14.0,Said Sum (Remix) (feat. City Girls & DaBaby),Moneybagg Yo,11.0,4654675,2.4%,https://www.youtube.com/watch?v=UDRnXJXKX-A,2020-09-10,YouTube
15512,4612,13,15.0,Rags2Riches (feat. ATR Son Son),Rod Wave,12.0,4520420,3.9%,https://www.youtube.com/watch?v=AkxofoZki70,2020-09-10,YouTube
15514,4614,15,19.0,Mood (Live),24kGoldn & iann dior,4.0,4305685,9.2%,https://www.youtube.com/watch?v=juE5VES9af0,2020-09-10,YouTube
15515,4615,16,13.0,Wishing Well,Juice WRLD,9.0,4257556,-7.1%,https://www.youtube.com/watch?v=C5i-UnuUKUI,2020-09-10,YouTube
15516,4616,17,23.0,La Jeepeta (Remix),"Nio Garcia, Brray, Juanka, Anuel AA & Myke Towers",14.0,4135597,12.8%,https://www.youtube.com/watch?v=yErttA9tEro,2020-09-10,YouTube
15517,4617,18,3.0,Ice Cream,BLACKPINK & Selena Gomez,2.0,4086610,-64.9%,https://www.youtube.com/watch?v=vRXZj0DzXIA,2020-09-10,YouTube
15519,4619,20,17.0,Hawái,Maluma,3.0,4056436,1.2%,https://www.youtube.com/watch?v=pK060iUFWXg,2020-09-10,YouTube
15520,4620,21,18.0,Heather,Conan Gray,6.0,4030792,0.9%,https://www.youtube.com/watch?v=24u3NoPvgMw,2020-09-10,YouTube
15521,4621,22,11.0,Kacey talk,YoungBoy Never Broke Again,4.0,3985657,-19.8%,https://www.youtube.com/watch?v=0C80BSgjb8M,2020-09-10,YouTube
15522,4622,23,16.0,Blinding Lights,The Weeknd,36.0,3729896,-7.2%,https://www.youtube.com/watch?v=4NRXx6U8ABQ,2020-09-10,YouTube
15523,4623,24,22.0,The Box,Korporate Bidness,40.0,3688925,-0.7%,https://www.youtube.com/watch?v=UNZqm3dxd2w,2020-09-10,YouTube
15524,4624,25,26.0,Dance Monkey,Tones and I,45.0,3606669,1.9%,https://www.youtube.com/watch?v=q0hyYWKXF0Q,2020-09-10,YouTube
15525,4625,26,54.0,Lets Link,Lil D Nasty,2.0,3606664,66.7%,https://www.youtube.com/watch?v=YH5sl8d-L94,2020-09-10,YouTube
15526,4626,27,21.0,Go Crazy,Chris Brown & Young Thug,16.0,3541284,-6.1%,https://www.youtube.com/watch?v=dPhwbZBvW2o,2020-09-10,YouTube
15527,4627,28,25.0,Walk Em Down (feat. Roddy Ricch),NLE Choppa,25.0,3406131,-4.6%,https://www.youtube.com/watch?v=fyIcQ1Xl-rs,2020-09-10,YouTube
15528,4628,29,29.0,The Bigger Picture,Lil Baby,13.0,3237216,-3.9%,https://www.youtube.com/watch?v=_VDGysJGNoI,2020-09-10,YouTube
15529,4629,30,27.0,Callin (feat. Snoop Dogg),YoungBoy Never Broke Again,2.0,3190610,-7.9%,https://www.youtube.com/watch?v=7KTt4_M09Rw,2020-09-10,YouTube
15530,4630,31,28.0,Letter From Houston,Rod Wave,5.0,3171648,-6.2%,https://www.youtube.com/watch?v=CiCT7NCP6BY,2020-09-10,YouTube
15531,4631,32,36.0,Caramelo (Remix),"KAROL G, Myke Towers & Ozuna",7.0,3146196,0.2%,https://www.youtube.com/watch?v=KilybZma5vY,2020-09-10,YouTube
15532,4632,33,31.0,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,10.0,3058358,-5.5%,https://www.youtube.com/watch?v=G6XthQpk8uk,2020-09-10,YouTube
15533,4633,34,30.0,Emotionally Scarred,Lil Baby,28.0,2988761,-10.9%,https://www.youtube.com/watch?v=iXUPeEuM1CM,2020-09-10,YouTube
15534,4634,35,32.0,Before You Go,Lewis Capaldi,20.0,2984365,-6.1%,https://www.youtube.com/watch?v=Jtauh8GcxBY,2020-09-10,YouTube
15535,4635,36,24.0,Need It (feat. YoungBoy Never Broke Again),Migos,5.0,2958809,-18.6%,https://www.youtube.com/watch?v=u0LaoQks5mY,2020-09-10,YouTube
15536,4636,37,41.0,GOOBA,6ix9ine,18.0,2913655,13.8%,https://www.youtube.com/watch?v=pPw_izFr5PA,2020-09-10,YouTube
15537,4637,38,35.0,Savage,Megan Thee Stallion,25.0,2908345,-7.8%,https://www.youtube.com/watch?v=EOxj2ROIxok,2020-09-10,YouTube
15538,4638,39,33.0,Party Girl,StaySolidRocky,21.0,2876070,-9.4%,https://www.youtube.com/watch?v=1KlNDZpCkHc,2020-09-10,YouTube
15540,4640,41,34.0,All In,YoungBoy Never Broke Again,7.0,2805758,-11.4%,https://www.youtube.com/watch?v=6MCSr65d9Xc,2020-09-10,YouTube
15541,4641,42,39.0,Cabrón y Vago,El Fantasma & Los Dos Carnales,6.0,2708532,-1.3%,https://www.youtube.com/watch?v=TsGuAJc9z38,2020-09-10,YouTube
15542,4642,43,20.0,Murder Business,YoungBoy Never Broke Again,3.0,2637906,-32.7%,https://www.youtube.com/watch?v=qChxuVxs8FA,2020-09-10,YouTube
15543,4643,44,38.0,Blueberry Faygo (C-Mix),Lil Mosey,30.0,2632368,-9.1%,https://www.youtube.com/watch?v=V_jHc_n0p9c,2020-09-10,YouTube
15544,4644,45,45.0,you broke me first,Tate McRae,7.0,2541740,4.3%,https://www.youtube.com/watch?v=AG-erEMhumc,2020-09-10,YouTube
15545,4645,46,40.0,Death Enclaimed,YoungBoy Never Broke Again,12.0,2485526,-6.6%,https://www.youtube.com/watch?v=ted2pAnAnQc,2020-09-10,YouTube
15546,4646,47,37.0,How You Like That,BLACKPINK,11.0,2463407,-19.6%,https://www.youtube.com/watch?v=ioNng23DkIM,2020-09-10,YouTube
15548,4648,49,43.0,Martin & Gina,Polo G,5.0,2356411,-7.2%,https://www.youtube.com/watch?v=YNyFAro1E5M,2020-09-10,YouTube
15549,4649,50,52.0,3 Musketeers,ppcocaine & NextYoungin,5.0,2263685,-0.1%,https://www.youtube.com/watch?v=w_K5LNHUlMQ,2020-09-10,YouTube
15550,4650,51,44.0,Tap In,Saweetie,8.0,2256665,-11%,https://www.youtube.com/watch?v=jUIrolORx6M,2020-09-10,YouTube
15551,4651,52,47.0,Come & Go,Juice WRLD & Marshmello,10.0,2230798,-7.1%,https://www.youtube.com/watch?v=Dxm3cHrKcbA,2020-09-10,YouTube
15552,4652,53,53.0,When We Shoot,Lil Durk,8.0,2218862,0.2%,https://www.youtube.com/watch?v=VjMKmJDT_qU,2020-09-10,YouTube
15553,4653,54,46.0,"Ay, DiOs Mío!",KAROL G,5.0,2166043,-10.7%,https://www.youtube.com/watch?v=Ou2c2aj5Fcw,2020-09-10,YouTube
15554,4654,55,61.0,Wet (She Got That…),YFN Lucci,20.0,2129000,6.6%,https://www.youtube.com/watch?v=7K1sC11-mzQ,2020-09-10,YouTube
15555,4655,56,42.0,Smile,Juice WRLD & The Weeknd,5.0,2089137,-18.2%,https://www.youtube.com/watch?v=2avPJ9TZNmU,2020-09-10,YouTube
15556,4656,57,62.0,Got What I Got,Jason Aldean,10.0,2062061,3.5%,https://www.youtube.com/watch?v=7i1ImAbmcjM,2020-09-10,YouTube
15557,4657,58,51.0,Agua,Tainy & J Balvin,8.0,2052774,-11.7%,https://www.youtube.com/watch?v=QLz9VaksClg,2020-09-10,YouTube
15558,4658,59,58.0,Broken Love,MO3 & Kevin Gates,4.0,2045580,0.2%,https://www.youtube.com/watch?v=jWQNqlZ47Ec,2020-09-10,YouTube
15560,4660,61,56.0,Me Vs Me,Moneybagg Yo,18.0,2026212,-2.5%,https://www.youtube.com/watch?v=86p9_ycUyq8,2020-09-10,YouTube
15561,4661,62,68.0,MOLLY (BABY MAMA),Foogiano,8.0,2012780,6.3%,https://www.youtube.com/watch?v=PfTQcl6Q6CE,2020-09-10,YouTube
15562,4662,63,59.0,Girls in the Hood,Megan Thee Stallion,11.0,2003476,-1.2%,https://www.youtube.com/watch?v=l3Cj7Esqr0c,2020-09-10,YouTube
